crawler_time,publish_time,company,href,location,monthly_salary,position_title
2015-10-19 13:31:26,10-19,青岛世纪瑞丰集团有限公司,http://jobs.zhaopin.com/135493273250171.htm,青岛 - 市南区,4001-6000,煤炭业务经理
2015-10-19 13:31:26,10-19,青岛世纪瑞丰集团有限公司,http://jobs.zhaopin.com/135493273250017.htm,青岛 - 市南区,面议,营销经理/煤炭
2015-10-19 13:31:26,10-19,青岛世纪瑞丰集团有限公司,http://jobs.zhaopin.com/135493273250193.htm,淄博,2001-4000,煤炭业务员
2015-10-19 13:31:26,10-19,青岛世纪瑞丰集团有限公司,http://jobs.zhaopin.com/135493273250196.htm,青岛 - 市南区,2001-4000,煤炭接货业务员
2015-10-19 13:31:26,10-19,青岛世纪瑞丰集团有限公司,http://jobs.zhaopin.com/135493273250192.htm,青岛 - 市南区,2001-4000,煤炭业务员
2015-10-19 13:31:26,10-19,青岛世纪瑞丰集团有限公司,http://jobs.zhaopin.com/135493273250197.htm,淄博,2001-4000,煤炭接货业务员
2015-10-19 13:31:26,10-19,世德能源集团有限公司(北京),http://jobs.zhaopin.com/592907024250049.htm,忻州,面议,煤炭站台化验员
2015-10-19 13:31:26,10-19,中信期货有限公司,http://jobs.zhaopin.com/274328813250499.htm,乌鲁木齐,面议,乌鲁木齐营业部（筹）事业部负责人（棉花、煤炭、金属、金融）
2015-10-19 13:31:26,10-19,杭州叙简科技有限公司,http://jobs.zhaopin.com/569828321250122.htm,杭州,面议,石油石化/天然气/煤炭/电力/冶金行业销售经理
2015-10-19 13:31:26,10-19,杭州叙简科技有限公司,http://jobs.zhaopin.com/569828321250121.htm,杭州,面议,煤炭/电力/冶金行业销售总监
2015-10-19 13:31:26,10-19,西安晴川能源科技有限公司,http://jobs.zhaopin.com/495112724251043.htm,北京,10001-15000,煤炭销售业务专员
2015-10-19 13:31:26,10-19,浙江联顺道路筑养科技有限公司,http://jobs.zhaopin.com/38210721390250821000.htm,贵阳,面议,煤炭贸易主管
2015-10-19 13:31:26,10-19,浙江联顺道路筑养科技有限公司,http://jobs.zhaopin.com/38210721390250822000.htm,南昌,面议,煤炭贸易主管
2015-10-19 13:31:26,10-19,浙江联顺道路筑养科技有限公司,http://jobs.zhaopin.com/38210721390250818000.htm,杭州,面议,煤炭贸易主管
2015-10-19 13:31:26,10-19,浙江联顺道路筑养科技有限公司,http://jobs.zhaopin.com/38210721390250820000.htm,西安,面议,煤炭贸易主管
2015-10-19 13:31:26,10-19,浙江联顺道路筑养科技有限公司,http://jobs.zhaopin.com/38210721390250819000.htm,太原,面议,煤炭贸易主管
2015-10-19 13:31:26,10-19,苏美达国际技术贸易有限公司,http://jobs.zhaopin.com/528004924250040.htm,南京,面议,煤炭业务经理
2015-10-19 13:31:26,10-19,江苏中电创新环境科技有限公司,http://jobs.zhaopin.com/208236934250194.htm,无锡,10001-15000,煤炭物流经理
2015-10-19 13:31:26,10-19,天津国电海运有限公司,http://jobs.zhaopin.com/229345518250019.htm,秦皇岛,面议,煤炭现场业务主办
2015-10-19 13:31:26,10-19,天津国电海运有限公司,http://jobs.zhaopin.com/229345518250019.htm,秦皇岛,面议,煤炭现场业务主办
2015-10-19 13:31:26,10-19,中煤远大(北京)电子商务股份有限公司,http://jobs.zhaopin.com/350154814252323.htm,北京 - 丰台区,面议,煤炭营销经理（地铁9号线）
2015-10-19 13:31:26,10-19,上海峰坤能源科技有限公司,http://jobs.zhaopin.com/754187786250001.htm,上海 - 青浦区,4001-6000,港口煤炭业务员现场
2015-10-19 13:31:26,10-19,山西汇誉投资管理有限公司,http://jobs.zhaopin.com/562292226250021.htm,太原,4001-6000,煤炭类研究员
2015-10-19 13:31:26,10-19,孟家港国际储运发展有限公司,http://jobs.zhaopin.com/246719519252123.htm,上海,面议,煤炭交易区域经理（江西/福建/安徽/浙江/河北/东北三省等）
2015-10-19 13:31:26,10-19,江西光明智能科技有限公司,http://jobs.zhaopin.com/180505926250144.htm,南昌,面议,项目经理/总监
2015-10-19 13:31:26,10-19,深圳市卓迅英才企业管理顾问有限公司,http://jobs.zhaopin.com/633081925256026.htm,深圳 - 福田区,面议,急招无线电校准工程师(电学校准工程师)
2015-10-19 13:31:26,10-19,成都交大光芒科技股份有限公司,http://jobs.zhaopin.com/148640466250273.htm,成都 - 高新区,面议,高级售前技术工程师（bas）
2015-10-19 13:31:26,10-19,中国能源网,http://jobs.zhaopin.com/310677913250190.htm,北京,6001-8000,大客户经理
2015-10-19 13:31:26,10-19,成都恒林环保科技有限公司,http://jobs.zhaopin.com/214906625250047.htm,成都,面议,环评编制人员
2015-10-19 13:31:26,10-19,河南华道通信设备有限公司,http://jobs.zhaopin.com/258446313250089.htm,郑州 - 金水区,6001-8000,大客户经理
2015-10-19 13:31:26,10-19,上海同臣环保有限公司,http://jobs.zhaopin.com/232864113250276.htm,北京 - 朝阳区,面议,销售副总经理（北京分公司）
2015-10-19 13:31:26,10-19,上海同臣环保有限公司,http://jobs.zhaopin.com/232864113250171.htm,成都 - 成华区,面议,区域销售总监（成都办事处）
2015-10-19 13:31:26,10-19,北京嘉誉瑞华国际贸易有限公司,http://jobs.zhaopin.com/236314738250014.htm,北京 - 西城区,面议,业务经理
2015-10-19 13:31:26,10-19,上海睿银金融服务有限公司,http://jobs.zhaopin.com/599056521250231.htm,上海,6001-8000,客户经理
2015-10-19 13:31:26,10-19,101远程教育网,http://jobs.zhaopin.com/143195354255017.htm,北京,面议,android开发工程师（芍药居）
2015-10-19 13:31:26,10-19,北京优士创新科技发展有限公司,http://jobs.zhaopin.com/132914972250595.htm,北京 - 海淀区,4001-6000,网络工程师
2015-10-19 13:31:26,10-19,天津西马格特宝机械有限公司,http://jobs.zhaopin.com/432453728250112.htm,天津,面议,Structural Steel Machinist/钢结构机械工
2015-10-19 13:31:26,10-19,中建材国际贸易有限公司,http://jobs.zhaopin.com/226178013251025.htm,广州,面议,动力煤销售经理（广州）
2015-10-19 13:31:26,10-19,郑州速达,http://jobs.zhaopin.com/304718218251090.htm,榆林,2001-4000,物流专员
2015-10-19 13:31:26,10-19,北京翔科佳信系统技术有限公司,http://jobs.zhaopin.com/137808754251009.htm,北京 - 海淀区,面议,.NET软件开发工程师
2015-10-19 13:31:26,10-19,陕西山利科技发展有限公司,http://jobs.zhaopin.com/120642426250058.htm,西安,8001-10000,研发经理
2015-10-19 13:31:26,10-19,北京优士创新科技发展有限公司,http://jobs.zhaopin.com/132914972250728.htm,北京 - 海淀区,面议,电话销售（五险+双休+法定节假日）
2015-10-19 13:31:26,10-19,陕西中延能源有限责任公司,http://jobs.zhaopin.com/468810727250044.htm,西安,面议,销售工程师（仪表/工业自动化）
2015-10-19 13:31:26,10-19,北京中矿大地地球探测工程技术有限公司,http://jobs.zhaopin.com/202517388250102.htm,西安,4001-6000,区域销售经理
2015-10-19 13:31:26,10-19,北京中矿大地地球探测工程技术有限公司,http://jobs.zhaopin.com/202517388250053.htm,西安,面议,销售经理
2015-10-19 13:31:26,10-19,三河华迅科技有限公司北京分公司,http://jobs.zhaopin.com/593856523250086.htm,燕郊开发区,面议,技术支持工程师
2015-10-19 13:31:26,10-19,三河华迅科技有限公司北京分公司,http://jobs.zhaopin.com/593856523250087.htm,三河,面议,技术支持工程师
2015-10-19 13:31:26,10-19,三河华迅科技有限公司北京分公司,http://jobs.zhaopin.com/593856523250089.htm,北京,面议,技术支持工程师
2015-10-19 13:31:26,10-19,三河华迅科技有限公司北京分公司,http://jobs.zhaopin.com/593856523250088.htm,廊坊,面议,技术支持工程师
2015-10-19 13:31:26,10-19,北京东标电气股份有限公司,http://jobs.zhaopin.com/385022417250501.htm,石家庄,面议,销售经理
2015-10-19 13:31:26,10-19,中央财经大学中国,http://jobs.zhaopin.com/207758918250004.htm,北京 - 海淀区,面议,会计
2015-10-19 13:31:26,10-19,中央财经大学中国,http://jobs.zhaopin.com/207758918250002.htm,北京 - 海淀区,面议,科研助理
2015-10-19 13:31:26,10-19,安信卓越投资管理(北京)有限公司哈尔滨分公司,http://jobs.zhaopin.com/24442068090250021000.htm,哈尔滨 - 南岗区,6001-8000,销售顾问
2015-10-19 13:31:26,10-19,纽科伦(新乡)起重机有限公司,http://jobs.zhaopin.com/269298210250961.htm,新乡,面议,2016届校园招聘
2015-10-19 13:31:26,10-19,太原新朗格培训学校,http://jobs.zhaopin.com/420643526250122.htm,太原,6001-8000,课程咨询师
2015-10-19 13:31:26,10-19,太原新朗格培训学校,http://jobs.zhaopin.com/420643526250025.htm,太原,8001-10000,课程顾问【急聘！底薪+提成+五险  急！！】
2015-10-19 13:31:26,10-19,广西淘才城网络科技有限公司,http://jobs.zhaopin.com/586974827250438.htm,成都,8001-10000,承接外语类硕士论文、博士论文、核心论文的代写代发订单
2015-10-19 13:31:26,10-19,河南瑞生磁动力科技有限公司,http://jobs.zhaopin.com/626601522250077.htm,郑州 - 高新区,面议,副总经理
2015-10-19 13:31:26,10-19,北京领先创融网络科技有限公司,http://jobs.zhaopin.com/695141124250252.htm,北京 - 西城区,10001-15000,SNS运营经理
2015-10-19 13:31:26,10-19,上海睿银金融服务有限公司,http://jobs.zhaopin.com/599056521250175.htm,上海,6001-8000,销售
2015-10-19 13:31:26,10-19,101远程教育网,http://jobs.zhaopin.com/143195354255032.htm,北京,面议,渠道销售经理
2015-10-19 13:31:26,10-19,北京德林乾元电子商务有限公司,http://jobs.zhaopin.com/279265882250030.htm,沧州,面议,客户经理
2015-10-19 13:31:26,10-19,山东昶鲁动力装备有限公司,http://jobs.zhaopin.com/550264528250014.htm,济南 - 高新区,4001-6000,昆船物流山东办事处诚招销售工程师
2015-10-19 13:31:26,10-19,北京领先创融网络科技有限公司,http://jobs.zhaopin.com/695141124250251.htm,北京 - 西城区,4001-6000,行政兼前台
2015-10-19 13:31:26,10-19,北京领先创融网络科技有限公司,http://jobs.zhaopin.com/695141124250275.htm,北京 - 宣武区,20001-30000,尽调部经理
2015-10-19 13:31:26,10-19,北京领先创融网络科技有限公司,http://jobs.zhaopin.com/695141124250283.htm,北京 - 宣武区,10001-15000,项目申报经理
2015-10-19 13:31:26,10-19,如皋港务集团有限公司,http://jobs.zhaopin.com/563031728250018.htm,上海 - 黄浦区,面议,港口营销经理
2015-10-19 13:31:26,10-19,北京领先创融网络科技有限公司,http://jobs.zhaopin.com/695141124250277.htm,北京 - 宣武区,20001-30000,风控经理
2015-10-19 13:31:26,10-19,北京龙软科技股份有限公司,http://jobs.zhaopin.com/120911473250343.htm,北京 - 海淀区,面议,大区域经理
2015-10-19 13:31:26,10-19,北京龙软科技股份有限公司,http://jobs.zhaopin.com/120911473250004.htm,北京 - 海淀区,面议,电气自动化工程师
2015-10-19 13:31:26,10-19,速发讯达科技(北京)有限公司,http://jobs.zhaopin.com/711093427250350.htm,北京 - 海淀区,面议,公关助理
2015-10-19 13:31:26,10-19,中国能源网,http://jobs.zhaopin.com/310677913250185.htm,北京,4001-6000,研究员
2015-10-19 13:31:26,10-19,北京龙软科技股份有限公司,http://jobs.zhaopin.com/120911473250081.htm,北京 - 海淀区,面议,销售经理
2015-10-19 13:31:26,10-19,北京龙软科技股份有限公司,http://jobs.zhaopin.com/120911473250514.htm,乌鲁木齐,面议,技术支持工程师
2015-10-19 13:31:26,10-19,佛山市亲朋酒店有限公司云浮办事处,http://jobs.zhaopin.com/252876937250117.htm,重庆,面议,电力工程师
2015-10-19 13:31:26,10-19,中国航空综合技术研究所,http://jobs.zhaopin.com/130648747250166.htm,成都,面议,销售工程师
2015-10-19 13:31:26,10-19,速发讯达科技(北京)有限公司,http://jobs.zhaopin.com/711093427250353.htm,北京,面议,销售经理
2015-10-19 13:31:26,10-19,101远程教育网,http://jobs.zhaopin.com/143195354254585.htm,北京,面议,UI设计师
2015-10-19 13:31:26,10-19,北京龙软科技股份有限公司,http://jobs.zhaopin.com/120911473250057.htm,北京 - 海淀区,面议,项目实施部部门助理
2015-10-19 13:31:26,10-19,北京龙软科技股份有限公司,http://jobs.zhaopin.com/120911473250155.htm,北京 - 海淀区,面议,自动化软件工程师
2015-10-19 13:31:26,10-19,北京领先创融网络科技有限公司,http://jobs.zhaopin.com/695141124250146.htm,北京,15001-20000,JAVA工程师
2015-10-19 13:31:26,10-19,中国能源网,http://jobs.zhaopin.com/310677913250001.htm,北京,面议,销售总监
2015-10-19 13:31:26,10-19,北京领先创融网络科技有限公司,http://jobs.zhaopin.com/695141124250216.htm,北京 - 西城区,面议,项目经理（供应链金融）
2015-10-19 13:31:26,10-19,北京龙软科技股份有限公司,http://jobs.zhaopin.com/120911473250465.htm,北京 - 海淀区,面议,营销中心助理
2015-10-19 13:31:26,10-19,北京龙软科技股份有限公司,http://jobs.zhaopin.com/120911473250516.htm,乌鲁木齐,面议,电气自动化工程师
2015-10-19 13:31:26,10-19,北京龙软科技股份有限公司,http://jobs.zhaopin.com/120911473250069.htm,北京 - 海淀区,面议,企业策划
2015-10-19 13:31:26,10-19,中国航空综合技术研究所,http://jobs.zhaopin.com/130648747250132.htm,北京 - 朝阳区,面议,自动化工程师（航星）
2015-10-19 13:31:26,10-19,101远程教育网,http://jobs.zhaopin.com/143195354254582.htm,北京,面议,PHP开发工程师
2015-10-19 13:31:26,10-19,北京领先创融网络科技有限公司,http://jobs.zhaopin.com/695141124250171.htm,北京,15001-20000,高级测试工程师
2015-10-19 13:31:26,10-19,惟邦环球建筑设计(北京)事务所,http://jobs.zhaopin.com/264621912250121.htm,北京,面议,工程项目资料员
2015-10-19 13:31:26,10-19,山西国邦药业有限公司,http://jobs.zhaopin.com/612567624250154.htm,太原,面议,销售内勤
2015-10-19 13:31:26,10-19,北京领先创融网络科技有限公司,http://jobs.zhaopin.com/695141124250145.htm,北京,15001-20000,web前端开发工程师
2015-10-19 13:31:26,10-19,山东三特能源有限公司,http://jobs.zhaopin.com/625291523250000.htm,济南,面议,内贸经理
2015-10-19 13:31:26,10-19,北京国润天能能源控股有限公司,http://jobs.zhaopin.com/467329312250037.htm,北京,面议,营销副总监
2015-10-19 13:31:26,10-19,中国航空综合技术研究所,http://jobs.zhaopin.com/130648747250135.htm,北京 - 朝阳区,面议,软件开发工程师（所下属航星公司）
2015-10-19 13:31:26,10-19,北京佳信通达科技发展有限公司,http://jobs.zhaopin.com/135290812250281.htm,北京 - 海淀区,面议,销售经理
2015-10-19 13:31:26,10-19,山西国邦药业有限公司,http://jobs.zhaopin.com/612567624250145.htm,太原,面议,验收员（医药行业急聘）
2015-10-19 13:31:26,10-19,青岛铁海,http://jobs.zhaopin.com/135530883250136.htm,青岛 - 崂山区,面议,电子商务运营
2015-10-19 13:31:26,10-19,企盈企业管理咨询(上海)有限公司,http://jobs.zhaopin.com/404317813250361.htm,上海 - 浦东新区,4001-6000,客户经理
2015-10-19 13:31:27,10-19,华夏新桥管理顾问(北京)有限公司,http://jobs.zhaopin.com/648289320251014.htm,石家庄,50000元以上,(粉煤灰)战略投资总监
2015-10-19 13:31:27,10-19,佛山市亲朋酒店有限公司云浮办事处,http://jobs.zhaopin.com/252876937250115.htm,长沙,面议,电力工程师
2015-10-19 13:31:27,10-19,山东三特能源有限公司,http://jobs.zhaopin.com/625291523250001.htm,济南,面议,内贸业务经理
2015-10-19 13:31:27,10-19,山东三特能源有限公司,http://jobs.zhaopin.com/625291523250008.htm,济南,面议,内贸业务员
2015-10-19 13:31:27,10-19,华夏新桥管理顾问(北京)有限公司,http://jobs.zhaopin.com/648289320251008.htm,深圳,50000元以上,(粉煤灰)战略投资总监
2015-10-19 13:31:27,10-19,途易微聘咨询(北京)有限公司,http://jobs.zhaopin.com/678052021250021.htm,北京,6001-8000,材料行业分析师
2015-10-19 13:31:27,10-19,南京明高信息技术有限公司,http://jobs.zhaopin.com/142941568250397.htm,苏州,面议,销售工程师 销售代表 业务员
2015-10-19 13:31:27,10-19,如皋港务集团有限公司,http://jobs.zhaopin.com/563031728250026.htm,上海 - 黄浦区,面议,电商平台技术总监
2015-10-19 13:31:27,10-19,佛山市亲朋酒店有限公司云浮办事处,http://jobs.zhaopin.com/252876937250120.htm,太原,面议,电力工程师
2015-10-19 13:31:27,10-19,贵阳思普信息技术有限公司,http://jobs.zhaopin.com/179759328250406.htm,贵阳,8001-10000,销售部门经理
2015-10-19 13:31:27,10-19,华夏新桥管理顾问(北京)有限公司,http://jobs.zhaopin.com/648289320251017.htm,成都,50000元以上,(粉煤灰)战略投资总监
2015-10-19 13:31:27,10-19,北京德林乾元电子商务有限公司,http://jobs.zhaopin.com/279265882250029.htm,承德,面议,客户经理
2015-10-19 13:31:27,10-19,新疆九洲恒昌供应链管理股份有限公司,http://jobs.zhaopin.com/549535223250203.htm,昌吉回族自治州,4001-6000,人力资源主管
2015-10-19 13:31:27,10-19,佛山市亲朋酒店有限公司云浮办事处,http://jobs.zhaopin.com/252876937250118.htm,石家庄,面议,电力工程师
2015-10-19 13:31:27,10-19,佛山市亲朋酒店有限公司云浮办事处,http://jobs.zhaopin.com/252876937250122.htm,济宁,面议,电力工程师
2015-10-19 13:31:27,10-19,华夏新桥管理顾问(北京)有限公司,http://jobs.zhaopin.com/648289320250999.htm,上海,50000元以上,(粉煤灰)战略投资总监
2015-10-19 13:31:27,10-19,途易微聘咨询(北京)有限公司,http://jobs.zhaopin.com/678052021250016.htm,北京,6001-8000,航空航天行业分析师
2015-10-19 13:31:27,10-19,途易微聘咨询(北京)有限公司,http://jobs.zhaopin.com/678052021250244.htm,北京,6001-8000,能源行业分析师
2015-10-19 13:31:27,10-19,河南省惠普特工业科技有限公司,http://jobs.zhaopin.com/483408721250016.htm,郑州,10001-15000,区域经理（公司合伙人）
2015-10-19 13:31:27,10-19,南京明高信息技术有限公司,http://jobs.zhaopin.com/142941568250400.htm,苏州 - 姑苏区,面议,销售工程师 销售代表 业务员
2015-10-19 13:31:27,10-19,华夏新桥管理顾问(北京)有限公司,http://jobs.zhaopin.com/648289320251011.htm,海口,50000元以上,(粉煤灰)战略投资总监
2015-10-19 13:31:27,10-19,101远程教育网,http://jobs.zhaopin.com/143195354253958.htm,北京,面议,市场部经理（教育行业）
2015-10-19 13:31:27,10-19,华夏新桥管理顾问(北京)有限公司,http://jobs.zhaopin.com/648289320251012.htm,济南,50000元以上,(粉煤灰)战略投资总监
2015-10-19 13:31:27,10-19,浙江捷贸通电子商务有限公司,http://jobs.zhaopin.com/279634080250054.htm,宁波,2001-4000,业务助理
2015-10-19 13:31:27,10-19,深圳君创联合商贸有限公司,http://jobs.zhaopin.com/291553838250010.htm,深圳 - 福田区,6001-8000,贸易业务助理
2015-10-19 13:31:27,10-19,华夏新桥管理顾问(北京)有限公司,http://jobs.zhaopin.com/648289320251013.htm,合肥,50000元以上,(粉煤灰)战略投资总监
2015-10-19 13:31:27,10-19,北京丹华昊博电力科技有限公司,http://jobs.zhaopin.com/131100000250597.htm,天津,4001-6000,区域销售经理（京、津、翼）
2015-10-19 13:31:27,10-19,华夏新桥管理顾问(北京)有限公司,http://jobs.zhaopin.com/648289320251006.htm,广州,50000元以上,(粉煤灰)战略投资总监
2015-10-19 13:31:27,10-19,合肥天海电气技术有限公司,http://jobs.zhaopin.com/178027729252063.htm,合肥 - 蜀山区,面议,区域代理商
2015-10-19 13:31:27,10-19,河南埃科森道路新技术有限公司,http://jobs.zhaopin.com/462661413250086.htm,郑州 - 经开区,2001-4000,商务助理
2015-10-19 13:31:27,10-19,天津极速特石油科技有限公司,http://jobs.zhaopin.com/304334089250001.htm,天津,2001-4000,计算机技术人员（C++、C#）
2015-10-19 13:31:27,10-19,华夏新桥管理顾问(北京)有限公司,http://jobs.zhaopin.com/648289320251016.htm,重庆,50000元以上,(粉煤灰)战略投资总监
2015-10-19 13:31:27,10-19,天津海力源节能设备有限公司,http://jobs.zhaopin.com/580544222250043.htm,郑州,4001-6000,区域销售工程师
2015-10-19 13:31:27,10-19,华夏新桥管理顾问(北京)有限公司,http://jobs.zhaopin.com/648289320251000.htm,南京,50000元以上,(粉煤灰)战略投资总监
2015-10-19 13:31:27,10-19,山西国邦药业有限公司,http://jobs.zhaopin.com/612567624250136.htm,太原,面议,软件技术支持/维护工程师
2015-10-19 13:31:27,10-19,长沙蓝诺网络科技有限公司,http://jobs.zhaopin.com/459213123251489.htm,武汉,4001-6000,诚聘电气工程师
2015-10-19 13:31:27,10-19,途易微聘咨询(北京)有限公司,http://jobs.zhaopin.com/678052021250020.htm,北京,6001-8000,通信，消费电子行业分析师
2015-10-19 13:31:27,10-19,华夏新桥管理顾问(北京)有限公司,http://jobs.zhaopin.com/648289320251015.htm,杭州,50000元以上,(粉煤灰)战略投资总监
2015-10-19 13:31:27,10-19,烟台市喜旺食品有限公司,http://jobs.zhaopin.com/598625822250055.htm,烟台 - 芝罘区,2001-4000,检验员
2015-10-19 13:31:27,10-19,途易微聘咨询(北京)有限公司,http://jobs.zhaopin.com/678052021250247.htm,北京,6001-8000,急聘能源化工行业分析师
2015-10-19 13:31:27,10-19,佛山市亲朋酒店有限公司云浮办事处,http://jobs.zhaopin.com/252876937250116.htm,武汉,面议,电力工程师
2015-10-19 13:31:27,10-19,途易微聘咨询(北京)有限公司,http://jobs.zhaopin.com/678052021250017.htm,北京,6001-8000,造纸行业分析师
2015-10-19 13:31:27,10-19,郑州瑞能电气有限公司,http://jobs.zhaopin.com/266129312250020.htm,郑州,面议,销售经理
2015-10-19 13:31:27,10-19,北京丹华昊博电力科技有限公司,http://jobs.zhaopin.com/131100000250596.htm,北京,4001-6000,区域销售经理（京、津、翼）
2015-10-19 13:31:27,10-19,山西省,http://jobs.zhaopin.com/568789822250001.htm,太原,2001-4000,测绘地理信息岗位
2015-10-19 13:31:27,10-19,H Y Partners,http://jobs.zhaopin.com/330652417250280.htm,上海,面议,大宗商品经纪人
2015-10-19 13:31:27,10-19,淮安恒盛科技投资有限公司,http://jobs.zhaopin.com/693580521250049.htm,连云港,面议,电力工程师
2015-10-19 13:31:27,10-19,上海鸣志电器股份有限公司,http://jobs.zhaopin.com/205033616251282.htm,重庆,4001-6000,小神探销售工程师（重庆）
2015-10-19 13:31:27,10-19,吉林市奥吉通泵业有限责任公司,http://jobs.zhaopin.com/371132019250377.htm,吉林市,面议,销售人员
2015-10-19 13:31:27,10-19,天津市星星之火企业管理咨询有限公司,http://jobs.zhaopin.com/473803016250283.htm,天津,10001-15000,天津一级二级注册消防工程师培训学员
2015-10-19 13:31:27,10-19,上海海得控制系统股份有限公司,http://jobs.zhaopin.com/120094308251533.htm,济南 - 高新区,面议,销售工程师（系统网络）
2015-10-19 13:31:27,10-19,广东顺鑫投资有限公司,http://jobs.zhaopin.com/415723023250074.htm,佛山,2001-4000,销售代表
2015-10-19 13:31:27,10-19,SGS通标标准技术服务有限公司,http://jobs.zhaopin.com/000079674268107.htm,天津,面议,矿产能源实验室化学分析师
2015-10-19 13:31:27,10-19,新疆金正大工贸有限公司,http://jobs.zhaopin.com/208020784250017.htm,乌鲁木齐,面议,电厂维护人员
2015-10-19 13:31:27,10-19,新疆金正大工贸有限公司,http://jobs.zhaopin.com/208020784250019.htm,乌鲁木齐,面议,运输人员
2015-10-19 13:31:27,10-19,新疆金正大工贸有限公司,http://jobs.zhaopin.com/208020784250013.htm,乌鲁木齐,面议,销售总经理
2015-10-19 13:31:27,10-19,新疆金正大工贸有限公司,http://jobs.zhaopin.com/208020784250018.htm,乌鲁木齐,面议,采购人员
2015-10-19 13:31:27,10-19,新疆金正大工贸有限公司,http://jobs.zhaopin.com/208020784250014.htm,乌鲁木齐,面议,高薪诚聘销售专员
2015-10-19 13:31:27,10-19,中国交通运输协会物流技术装备专业委员会,http://jobs.zhaopin.com/361493817250023.htm,北京 - 海淀区,2001-4000,会议电话销售
2015-10-19 13:31:27,10-19,河南弘安永毅能源科技有限公司,http://jobs.zhaopin.com/299594088250005.htm,郑州,面议,行业分析师
2015-10-19 13:31:27,10-19,河南弘安永毅能源科技有限公司,http://jobs.zhaopin.com/299594088250006.htm,郑州,面议,网站运营总监
2015-10-19 13:31:27,10-19,河南弘安永毅能源科技有限公司,http://jobs.zhaopin.com/299594088250003.htm,郑州,面议,云煤网云智库专家团队主管
2015-10-19 13:31:27,10-19,银亿集团有限公司,http://jobs.zhaopin.com/140634441251357.htm,贵阳,面议,煤矿矿长(贵州公司)
2015-10-19 13:31:27,10-19,陕西艾乐尔智控工程有限公司,http://jobs.zhaopin.com/294701426250037.htm,西安,面议,网络销售经理
2015-10-19 13:31:27,10-19,大唐移动通信设备有限公司,http://jobs.zhaopin.com/174786810256115.htm,西安,面议,行业应用销售经理-西安分公司
